run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run11,run12,run13,run14,run15,run16,run17,run18,run19,run20,run21,run22,run23,run24,run25,run26,run27,run28,run29,run30,average
9437.71,10499.5,10217.1,10121.9,9295.77,10264.3,10036.3,9808.95,9890,10190.4,9718.98,9777.36,10577.8,9830.26,10752.9,9974.91,10185,9493.23,10722,10171.4,10254.9,9928.24,10712.9,9810.2,9757.33,9987.8,10628.7,10498.8,9370.91,9604.12,10050.7
9437.71,9823.76,10195.1,10121.9,9295.77,10065.1,10036.3,9658.21,9890,8950.48,9422.68,9777.36,10577.8,9786.29,10752.9,9563.34,10129.5,9493.23,9817.72,10171.4,9221.04,9928.24,10712.9,9664.37,9757.33,9874.87,10330.6,10498.8,9307.01,9437.52,9856.64
9437.71,9823.76,10195.1,10121.9,9295.77,9909.44,10036.3,9280.28,9881.23,8950.48,9422.68,9777.36,10577.8,9786.29,10652.8,9563.34,10129.5,9390.14,9817.72,10079.2,9221.04,9928.24,10621.7,9522.34,9757.33,9874.87,10330.6,10258.7,9307.01,9437.52,9812.94
9437.71,9823.76,10021.3,9590.62,9295.77,9909.44,10036.3,9280.28,9881.23,8945.82,9129.38,9777.36,10577.8,9786.29,10652.8,9296.12,9791.67,9390.14,9817.72,10079.2,9118.39,9928.24,10621.7,9522.34,9757.33,9874.87,10314.5,10258.7,9198.64,9437.52,9751.76
9328.2,9823.76,10021.3,9590.62,9295.77,9795.42,10036.3,8801.91,9699.57,8945.82,9129.38,9777.36,10577.8,9786.29,10652.8,9296.12,9791.67,9390.14,9817.72,9995.32,9118.39,9928.24,10521.4,9143.03,9430.77,9874.87,10314.5,10258.7,9198.64,9437.52,9692.64
9328.2,9823.76,10021.3,9590.62,9295.77,9795.42,9351.75,8801.91,9699.57,8945.82,9129.38,9777.36,10577.8,9738.67,10652.8,9296.12,9779.02,9292.57,9817.72,9995.32,9118.39,9928.24,10521.4,9143.03,9430.77,9874.87,10314.5,9925.54,9112.28,9437.52,9650.58
9328.2,9823.76,9691.77,9590.62,9295.77,9727.4,9351.75,8801.91,9699.57,8945.82,9129.38,9777.36,10577.8,9475.11,10652.8,9296.12,9779.02,9292.57,9817.72,9995.32,9118.39,9928.24,10521.4,9116.03,9430.77,9874.87,10314.5,9925.54,9112.28,9332.12,9624.13
9328.2,9823.76,9650.2,9513.39,9295.77,9727.4,9317.32,8801.91,9699.57,8945.82,9129.38,9653.25,10577.8,9475.11,10651.5,9296.12,9737.09,9292.57,9817.72,9995.32,9118.39,9928.24,10521.4,9116.03,9430.77,9874.87,10314.5,9925.54,9112.28,8196.59,9575.59
9326.24,9823.76,9650.2,9513.39,9295.77,9727.4,9317.32,8801.91,9699.57,8945.82,9129.38,9653.25,10577.8,9475.11,10381.3,9296.12,9737.09,9292.57,9817.72,9995.32,9118.39,9894.63,10360.6,9116.03,9430.77,9874.87,10250.9,9925.54,9112.28,8196.59,9557.92
9326.24,9823.76,9631.22,9513.39,9256.78,9727.4,9317.32,8801.91,9699.57,8945.82,9129.38,9653.25,10577.8,9074.9,10381.3,9296.12,9734.21,9292.57,9817.72,9895.99,9118.39,9875.25,10360.6,9116.03,9430.77,9874.87,10250.9,9784.83,9112.28,8196.59,9533.91
