run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run11,run12,run13,run14,run15,run16,run17,run18,run19,run20,run21,run22,run23,run24,run25,run26,run27,run28,run29,run30,average
30.3685,32.6567,30.4595,19.8209,28.6796,31.3417,28.126,27.524,38.2846,21.1348,26.7197,28.3557,38.0915,33.0991,33.6448,35.9188,28.7165,17.4017,36.0577,20.2402,32.7934,30.0356,28.4533,24.433,24.306,29.6268,33.0138,41.4822,21.6587,32.5429,29.4996
24.4666,22.399,21.4817,16.7013,27.8419,24.486,21.9929,22.7781,28.0931,20.4207,20.2774,19.764,33.1025,26.1362,24.839,25.5801,21.2479,11.692,27.2616,20.2402,31.9242,23.4223,20.424,24.1146,20.5601,22.9957,25.2648,32.2606,21.1736,23.289,23.541
19.8995,15.2958,14.7712,11.6825,22.5977,20.5083,18.3875,16.2365,18.3182,15.4581,14.2123,14.2732,23.7733,21.3079,16.4912,17.9143,17.0228,8.7662,20.9533,16.5825,22.1855,19.6923,15.4903,18.9007,14.657,20.0208,20.524,26.8504,16.2151,17.2351,17.8741
12.6843,11.6206,8.01626,9.4737,17.1976,14.8391,11.9987,10.6552,11.6666,12.8303,11.253,11.1074,17.082,17.355,10.5304,13.5324,12.7894,7.87042,13.12,12.5631,15.1739,13.3678,11.4536,12.8121,10.733,15.2417,17.5898,22.3684,11.8597,14.0187,13.0935
6.78502,6.77214,4.45156,7.68829,10.7615,9.18237,8.5205,8.06332,8.29666,11.9011,10.0956,9.6369,12.293,12.1157,6.52595,11.5422,8.54621,7.87042,7.40533,7.79237,11.5113,9.55347,7.85911,9.46815,9.35303,10.9611,13.648,15.4042,8.0579,10.2853,9.41159
5.03669,4.03993,3.15991,4.95786,8.26153,6.78795,7.10783,5.49329,6.15636,7.94301,6.85514,9.36044,8.76111,7.18766,5.60674,7.25398,6.26301,3.7477,4.69437,6.25687,7.25815,5.32535,6.86836,7.84422,6.05722,8.50199,8.65485,10.3797,5.26069,7.09539,6.60591
2.05232,3.20404,3.15991,3.06981,5.44032,4.7,4.76213,3.35341,4.02792,5.50944,4.17791,5.92302,4.84389,4.57318,4.20239,5.03485,4.68459,1.56339,4.07398,4.00623,4.89611,3.48118,3.64789,5.14588,4.60543,5.85241,4.80817,8.41022,2.58529,3.36921,4.30548
1.02915,1.64698,1.93014,1.49973,1.93744,2.94932,2.77282,2.88084,4.02792,2.64964,1.65821,2.23451,3.04105,4.16324,2.16675,3.04318,2.77593,1.35451,2.475,2.30431,2.2312,1.90631,1.78862,1.99125,1.81323,4.39775,2.08835,3.77093,1.34198,1.70154,2.38573
0.533489,0.809457,1.21644,0.730572,0.985757,2.36558,1.17729,0.978874,1.94972,1.45891,0.921198,0.795844,1.50037,2.60042,0.84672,1.44587,1.21419,0.510589,1.12264,0.879752,0.934133,1.42019,0.975888,1.00625,0.664927,2.651,1.35277,1.79285,0.31691,0.792235,1.19836
0.430818,0.73379,0.527521,0.438241,0.579996,0.820627,0.425119,0.311518,0.904623,0.916375,0.210207,0.630974,1.07856,0.668878,0.618154,0.419035,0.393055,0.393602,0.599968,0.223153,0.463522,0.624613,0.561175,0.474734,0.449238,1.17089,0.584975,0.447927,0.31691,0.53247,0.565022
0.206567,0.371961,0.527521,0.340675,0.288142,0.325479,0.14594,0.311518,0.448175,0.216872,0.129252,0.156923,0.237123,0.168735,0.205228,0.191913,0.337756,0.217736,0.194984,0.223153,0.463522,0.319037,0.12294,0.172094,0.441807,0.440258,0.302377,0.386309,0.239691,0.0894839,0.274106
0.144064,0.242804,0.284005,0.218186,0.239382,0.20747,0.089671,0.209421,0.144146,0.216872,0.129252,0.124922,0.237123,0.147574,0.135422,0.181914,0.237225,0.217736,0.162992,0.223153,0.27838,0.208361,0.12294,0.172094,0.157971,0.210019,0.220255,0.285801,0.157285,0.0894839,0.189864
0.144064,0.132693,0.260965,0.218186,0.140795,0.148996,0.0665894,0.17121,0.144146,0.197037,0.115507,0.124922,0.237123,0.147574,0.117826,0.177289,0.0432655,0.166016,0.162992,0.181962,0.215094,0.115986,0.0834596,0.135677,0.157971,0.210019,0.161784,0.148821,0.126576,0.0603939,0.150498
0.10869,0.105151,0.145741,0.103641,0.140795,0.0870189,0.0665894,0.159767,0.144146,0.117469,0.115507,0.124922,0.164208,0.103948,0.071505,0.150916,0.0432655,0.166016,0.162992,0.152726,0.163007,0.115986,0.0596654,0.135677,0.124139,0.114085,0.161784,0.107337,0.10051,0.0603939,0.119253
0.10869,0.105151,0.0804075,0.103641,0.105739,0.0694077,0.0539856,0.103811,0.144146,0.117469,0.0828849,0.0877968,0.164208,0.103948,0.0612854,0.10704,0.0432655,0.138803,0.162992,0.152726,0.153964,0.0948593,0.0509416,0.118035,0.103662,0.114085,0.120991,0.0344818,0.10051,0.0603939,0.101644
0.10869,0.0640242,0.0601704,0.0935344,0.0816305,0.0694077,0.0522,0.0836429,0.0572024,0.117469,0.0758773,0.0517848,0.0861016,0.0968193,0.0293035,0.10704,0.0432655,0.138803,0.141355,0.116936,0.153964,0.0948593,0.0509416,0.118035,0.0370612,0.114085,0.120991,0.0344818,0.10051,0.0603939,0.0853527
0.0786837,0.0640242,0.0601704,0.0799365,0.0816305,0.0418488,0.0522,0.0751823,0.0572024,0.0670711,0.0758773,0.0517848,0.0861016,0.0968193,0.0293035,0.0755382,0.0432655,0.138803,0.141355,0.101773,0.107496,0.0948593,0.0509416,0.093061,0.0334325,0.0864212,0.120991,0.0344818,0.0913292,0.0603939,0.0757326
0.0786837,0.0640242,0.0601704,0.0650721,0.0601365,0.0357004,0.05156,0.0584833,0.0572024,0.0670711,0.0622227,0.0229607,0.0597333,0.0567029,0.0293035,0.0755382,0.0432655,0.0714001,0.141355,0.0854652,0.107496,0.0505834,0.0509416,0.093061,0.0334325,0.0801537,0.120991,0.0344818,0.0869141,0.0603939,0.0654833
0.0786837,0.0640242,0.0571465,0.0413426,0.0601365,0.0348818,0.0443396,0.0584833,0.0572024,0.0670711,0.0594348,0.0229607,0.0597333,0.0567029,0.0293035,0.0755382,0.0432655,0.057453,0.135136,0.0854652,0.107496,0.0325893,0.0397075,0.0833251,0.0334325,0.0801537,0.059687,0.0249798,0.0869141,0.0379449,0.0591511
0.0786837,0.0640242,0.0571465,0.0413426,0.0540233,0.0348818,0.0443396,0.0584833,0.0572024,0.0670711,0.0397811,0.0229607,0.0597333,0.0560568,0.0293035,0.0755382,0.0426875,0.057453,0.0999418,0.0854652,0.0615263,0.0325893,0.0397075,0.0833251,0.0334325,0.0801537,0.059687,0.0249798,0.0869141,0.0379449,0.055546
0.0619478,0.047639,0.0571465,0.0413426,0.0540233,0.0290698,0.0443396,0.0584833,0.0572024,0.0500802,0.0397811,0.0188975,0.0597333,0.0560568,0.0293035,0.0755382,0.0426875,0.057453,0.0999418,0.0854652,0.0615263,0.0325893,0.0397075,0.0549029,0.0334325,0.0352791,0.059687,0.0249798,0.0869141,0.0379449,0.0511032
0.0619478,0.047639,0.0566074,0.0413426,0.0540233,0.0290698,0.0443396,0.0473404,0.0572024,0.0500802,0.02901,0.0188975,0.0521132,0.0560568,0.0293035,0.0755382,0.0370912,0.057453,0.0782969,0.0606637,0.0615263,0.0325893,0.0397075,0.0549029,0.0334325,0.0352791,0.0409698,0.0249798,0.0803317,0.0338939,0.0473876
0.0619478,0.047639,0.0566074,0.0413426,0.0540233,0.0290698,0.0427514,0.0473404,0.0572024,0.0500802,0.02901,0.0188975,0.0521132,0.0560568,0.0293035,0.0431192,0.0370912,0.057453,0.0240462,0.0606637,0.0510986,0.0325893,0.0397075,0.0549029,0.0277583,0.0352791,0.0409698,0.0249798,0.0733773,0.0338939,0.0436772
0.0500194,0.047639,0.0566074,0.0413426,0.0305045,0.0235153,0.0427514,0.0473404,0.0510936,0.0500802,0.02901,0.0188975,0.047854,0.0560568,0.0293035,0.0431192,0.0370912,0.057453,0.0240462,0.0606637,0.0510986,0.0325893,0.0397075,0.0549029,0.0277583,0.0352791,0.0409698,0.0249798,0.0401719,0.0278382,0.0406561
0.046535,0.047639,0.0507921,0.0413426,0.0305045,0.0235153,0.0427514,0.0473404,0.0510936,0.0500802,0.0287097,0.0188975,0.0316704,0.0409588,0.0293035,0.0431192,0.0269902,0.057045,0.0240462,0.0606637,0.0510986,0.0325893,0.0397075,0.0549029,0.0277583,0.0273474,0.0285976,0.0199453,0.0401719,0.0278382,0.0380985
0.046535,0.037805,0.021057,0.0413426,0.0305045,0.0235153,0.0427514,0.0270768,0.0510936,0.0500802,0.0287097,0.0188975,0.0294418,0.0409588,0.0293035,0.0431192,0.0225868,0.0349391,0.0240462,0.0606637,0.0510986,0.0325893,0.0397075,0.0391035,0.027621,0.0273474,0.0285976,0.0199453,0.0401719,0.0278382,0.0346149
0.0421994,0.037805,0.021057,0.0413426,0.0229147,0.0235153,0.0427514,0.0270768,0.0510936,0.0500802,0.0287097,0.0154037,0.0294418,0.0409588,0.0293035,0.0297648,0.0225868,0.0144026,0.0240462,0.0606637,0.0510986,0.0325893,0.0397075,0.0391035,0.027621,0.0273474,0.0285976,0.0199453,0.0401719,0.0278382,0.0329713
